partyCode,partyName,name,familyName,givenName,sitting,electorateCode,electorateState,electorateName,electorateChamber
LIB,Liberal,Tony Abbott,Abbott,Tony,1,warr,NSW,Warringah,house
TAP,The Arts Party,Anthony Ackroyd,Ackroyd,Anthony,0,went,NSW,Wentworth,house
LIB,Liberal Party,Jessica Adelan-Langford,Adelan-Langford,Jessica,0,canb,ACT,Canberra,house
ONP,Pauline Hanson's One Nation,Troy Aggett,Aggett,Troy,0,blai,QLD,Blair,house
GRN,Greens,Pietro Agnoletto,Agnoletto,Pietro,0,wrig,QLD,Wright,house
21CP,21st Century Party,Fernando Alba,Alba,Fernando,0,bowm,QLD,Bowman,house
ALP,Labor,Anthony Albanese,Albanese,Anthony,1,gray,NSW,Grayndler,house
SAL,Socialist Alliance,Zane Alcorn,Alcorn,Zane,0,will,VIC,Wills,house
IND,Independent,Mark Aldridge,Aldridge,Mark,0,maki,SA,Makin,house
LIB,Liberal,John Alexander,Alexander,John,1,benn,NSW,Bennelong,house
GRN,Greens,Justin Alick,Alick,Justin,0,benn,NSW,Bennelong,house
LIB,Liberal Party,Marcus Allan,Allan,Marcus,0,deni,TAS,Denison,house
CDP,Christian Democratic Party,Darryl Allen,Allen,Darryl,0,mitc,NSW,Mitchell,house
ALP,Australian Labor Party,Peter Alley,Alley,Peter,0,lyne,NSW,Lyne,house
ALP,Australian Labor Party,Michael Allison,Allison,Michael,0,ssa,SA,South Australia,senate
ALP,Labor Party,Anne Aly,Aly,Anne,0,cowa,WA,Cowan,house
ALA,Australian Liberty Alliance,Gary Anderson,Anderson,Gary,0,snsw,NSW,New South Wales,senate
NAT,The Nationals,James Anderson,Anderson,James,0,mcew,VIC,McEwen,house
GRN,Greens,Karen Anderson,Anderson,Karen,0,grif,QLD,Griffith,house
ALP,Labor Party,Scott Anderson,Anderson,Scott,0,fair,QLD,Fairfax,house
TAP,Arts Party,Maureen Andrew,Andrew,Maureen,0,svic,VIC,Victoria,senate
ALP,Australian Labor Party,Josh Andrews,Andrews,Josh,0,bero,NSW,Berowra,house
LNP,Liberal National Party of Queensland,Karen Andrews,Andrews,Karen,1,mcph,QLD,McPherson,house
LIB,Liberal,Kevin Andrews,Andrews,Kevin,1,menz,VIC,Menzies,house
AUC,Australian Christians,Eleni Arapoglou,Arapoglou,Eleni,0,svic,VIC,Victoria,senate
CDP,Christian Democratic Party,Shawn Arbeau,Arbeau,Shawn,0,ksmi,NSW,Kingsford Smith,house
CDP,Christian Democratic Party,Peter Arena,Arena,Peter,0,pate,NSW,Paterson,house
IND,Independent,Jamie Armfield,Armfield,Jamie,0,boot,SA,Boothby,house
FFP,Family First Party,Caroline Ashlin,Ashlin,Caroline,0,fish,QLD,Fisher,house
REP,Renewable Energy Party,Graham Askey,Askey,Graham,0,svic,VIC,Victoria,senate
ALP,Australian Labor Party,David Atkins,Atkins,David,0,cook,NSW,Cook,house
CDP,Christian Democratic Party,Matt Attia,Attia,Matt,0,ssa,SA,South Australia,senate
PIR,Pirate Party Australia,John August,August,John,0,benn,NSW,Bennelong,house
FFP,Family First Party,Barry Austin,Austin,Barry,0,wrig,QLD,Wright,house
ALP,Labor Party,Jane Austin,Austin,Jane,0,deni,TAS,Denison,house
GRN,Greens,Ken Austin,Austin,Ken,0,bonn,QLD,Bonner,house
ODD,Online Direct Democracy,John Ayton,Ayton,John,0,park,NSW,Parkes,house
LIB,Liberal Party of Australia,Chris Back,Back,Chris,1,swa,WA,Western Australia,senate
AJP,Animal Justice Party,Kristin Bacon,Bacon,Kristin,0,case,VIC,Casey,house
ASXP,Australian Sex Party,Steven Bailey,Bailey,Steven,0,sact,ACT,A.C.T.,senate
TAP,The Arts Party,Sally Baillieu,Baillieu,Sally,0,dunk,VIC,Dunkley,house
FFP,Family First Party,Peter Bain,Bain,Peter,0,svic,VIC,Victoria,senate
DHJ,Derry Hinch Justice Party,Daniel Baker,Baker,Daniel,0,stas,TAS,Tasmania,senate
FLX,Flux.org,Jeff Baker,Baker,Jeff,0,ssa,SA,South Australia,senate
NXT,Nick Xenophon Team,Richard Bakoss,Bakoss,Richard,0,maca,NSW,Macarthur,house
HMP,Help End Marijuana Prohibition,Michael Balderstone,Balderstone,Michael,0,swa,WA,Western Australia,senate
ONP,Pauline Hanson's One Nation,Brenden Ball,Ball,Brenden,0,fadd,QLD,Fadden,house
GRN,The Greens,Jason Ball,Ball,Jason,0,higg,VIC,Higgins,house
IND,Independent,Jim Ball,Ball,Jim,0,mack,NSW,Mackellar,house
GRN,The Greens,Olivia Ball,Ball,Olivia,0,mari,VIC,Maribyrnong,house
GRN,The Greens,Adam Bandt,Bandt,Adam,1,melb,VIC,Melbourne,house
GRN,Greens,Jane Bange,Bange,Jane,0,boot,SA,Boothby,house
LIB,Liberal Party,Julia Banks,Banks,Julia,0,chis,VIC,Chisholm,house
GRN,The Greens,Neil Barker,Barker,Neil,0,mcew,VIC,McEwen,house
ALP,Labor Party,Michael Barling,Barling,Michael,0,wann,VIC,Wannon,house
RUA,Rise Up Australia,Henry Barnard,Barnard,Henry,0,hasl,WA,Hasluck,house
GRN,The Greens,Alice Barnes,Barnes,Alice,0,ball,VIC,Ballarat,house
AJP,Animal Justice Party,Roy Barnes,Barnes,Roy,0,bank,NSW,Banks,house
FFP,Family First Party,Heather Barnett,Barnett,Heather,0,flyn,QLD,Flynn,house
LIB,Liberal Party,Jennifer Barrie,Barrie,Jennifer,0,shor,NSW,Shortland,house
IND,Independent,David Barrow,Barrow,David,0,warr,NSW,Warringah,house
CEC,Citizens Electoral Council,Ian Barry,Barry,Ian,0,snt,NT,Northern Territory,senate
GRN,Australian Greens,Andrew Bartlett,Bartlett,Andrew,0,sqld,QLD,Queensland,senate
NXT,Nick Xenophon Team,Nancy Bassett,Bassett,Nancy,0,higg,VIC,Higgins,house
GRN,Greens,Stefanie Bauer,Bauer,Stefanie,0,bruc,VIC,Bruce,house
GRN,Greens,Sandra Bayley,Bayley,Sandra,0,ryan,QLD,Ryan,house
FFP,Family First Party,Sue Baynes,Baynes,Sue,0,sqld,QLD,Queensland,senate
TAP,The Arts Party,Stephen Beck,Beck,Stephen,0,long,QLD,Longman,house
LIB,Liberal Party,Michael Beckwith,Beckwith,Michael,0,parr,NSW,Parramatta,house
ALP,Australian Labor Party,Zac Beers,Beers,Zac,0,flyn,QLD,Flynn,house
GRN,Greens,Ian Bell,Bell,Ian,0,long,QLD,Longman,house
DLP,Democratic Labour Party,Terri Bell,Bell,Terri,0,sqld,QLD,Queensland,senate
GRN,Greens,Michael Bellstedt,Bellstedt,Michael,0,mitc,NSW,Mitchell,house
AUC,Australian Christian Party,Ashleigh Belsar,Belsar,Ashleigh,0,gipp,VIC,Gippsland,house
GRN,The Greens,James Bennett,Bennett,James,0,hoth,VIC,Hotham,house
CDP,Christian Democratic Party,Ursula Bennett,Bennett,Ursula,0,emon,NSW,Eden-Monaro,house
ADVP,Australian Defence Veterans Party,Raymond Bennie,Bennie,Raymond,0,snsw,NSW,New South Wales,senate
GRN,Greens,Michael Berkman,Berkman,Michael,0,dick,QLD,Dickson,house
IND,Independent,Christine Berman,Berman,Christine,0,brfd,NSW,Bradfield,house
LIB,Liberal Party of Australia,Cory Bernardi,Bernardi,Cory,1,ssa,SA,South Australia,senate
AJP,Animal Justice Party,Paul Bevan,Bevan,Paul,0,sqld,QLD,Queensland,senate
GRN,The Greens,Alex Bhathal,Bhathal,Alex,0,batm,VIC,Batman,house
ALP,Australian Labor Party,Shashi Bhatti,Bhatti,Shashi,0,gipp,VIC,Gippsland,house
ALA,Australian Liberty Alliance,Alan Biggs,Biggs,Alan,0,sqld,QLD,Queensland,senate
ALP,Australian Labor Party,Catryna Bilyk,Bilyk,Catryna,1,stas,TAS,Tasmania,senate
LIB,Liberal Party,Kelvin Binns,Binns,Kelvin,0,king,SA,Kingston,house
FLX,Flux.org,Adam Bird,Bird,Adam,0,ssa,SA,South Australia,senate
ALP,Labor,Sharon Bird,Bird,Sharon,1,cunn,NSW,Cunningham,house
LIB,Liberal Party of Australia,Simon Birmingham,Birmingham,Simon,1,ssa,SA,South Australia,senate
LIB,Liberal,Julie Bishop,Bishop,Julie,1,curt,WA,Curtin,house
GRN,Greens,Cath Blakey,Blakey,Cath,0,cunn,NSW,Cunningham,house
21CP,21st Century Party,Peter Bland,Bland,Peter,0,mcew,VIC,McEwen,house
LIB,Liberal Party,Michelle Blicavs,Blicavs,Michelle,0,cunn,NSW,Cunningham,house
GRN,Greens,Barbara Bloch,Bloch,Barbara,0,wats,NSW,Watson,house
NXT,Nick Xenophon Team,Rod Bloomfield,Bloomfield,Rod,0,cala,NSW,Calare,house
AJP,Animal Justice Party,Deborah Blundell,Blundell,Deborah,0,lind,NSW,Lindsay,house
GRN,Greens,Aeron Blundell-Camden,Blundell-Camden,Aeron,0,cann,WA,Canning,house
IND,Independent,Karel Boele,Boele,Karel,0,grif,QLD,Griffith,house
IND,Independent,John Bolton,Bolton,John,0,wake,SA,Wakefield,house
NXT,Nick Xenophon Team,Luke Bolton,Bolton,Luke,0,swa,WA,Western Australia,senate
CDP,Christian Democratic Party,Greg Bondar,Bondar,Greg,0,bank,NSW,Banks,house
NXT,Nick Xenophon Team,Craig Bossie,Bossie,Craig,0,maki,SA,Makin,house
ALP,Australian Labor Party,Marion Boswell,Boswell,Marion,0,tang,WA,Tangney,house
MAP,Mature Australia Party,Darryl Bothe,Bothe,Darryl,0,ssa,SA,South Australia,senate
SPP,Sustainable Australia,William Bourke,Bourke,William,0,snsw,NSW,New South Wales,senate
LIB,Liberal Party,Kathleen Bourne,Bourne,Kathleen,0,wake,SA,Wakefield,house
NXT,Nick Xenophon Team,Michael Bovell,Bovell,Michael,0,swa,WA,Western Australia,senate
ALP,Labor,Chris Bowen,Bowen,Chris,1,mcma,NSW,McMahon,house
ALP,Australian Labor Party,Susan Bowers,Bowers,Susan,0,swa,WA,Western Australia,senate
FFP,Family First Party,Craig Bowyer,Bowyer,Craig,0,stur,SA,Sturt,house
GRN,Greens,Abigail Boyd,Boyd,Abigail,0,dobe,NSW,Dobell,house
SAL,Socialist Alliance,Peter Boyle,Boyle,Peter,0,sydn,NSW,Sydney,house
GRN,Greens,Phil Bradley,Bradley,Phil,0,parr,NSW,Parramatta,house
MAP,Mature Australia Party,Patti Bradshaw,Bradshaw,Patti,0,swa,WA,Western Australia,senate
LNP,Liberal National Party,George Brandis,Brandis,George,1,sqld,QLD,Queensland,senate
AJP,Animal Justice Party,Emma Breagan,Breagan,Emma,0,ssa,SA,South Australia,senate
REP,Renewable Energy Party,Peter Breen,Breen,Peter,0,snsw,NSW,New South Wales,senate
GRN,The Greens,Alex Breskin,Breskin,Alex,0,isaa,VIC,Isaacs,house
IND,Independent,John Brett,Brett,John,0,cook,NSW,Cook,house
GRN,The Greens,Joshua Briers,Briers,Joshua,0,deak,VIC,Deakin,house
LIB,Liberal,Jamie Briggs,Briggs,Jamie,1,mayo,SA,Mayo,house
GRN,Greens,Roger Brisbane,Brisbane,Roger,0,monc,QLD,Moncrieff,house
ASXP,Australian Sex Party,Robin Bristow,Bristow,Robin,0,sqld,QLD,Queensland,senate
NAT,The Nationals,Andrew Broad,Broad,Andrew,1,mall,VIC,Mallee,house
LIB,Liberal,Russell Broadbent,Broadbent,Russell,1,mcmi,VIC,McMillan,house
NXT,Nick Xenophon Team,Andrea Broadfoot,Broadfoot,Andrea,0,grey,SA,Grey,house
ALP,Australian Labor Party,Gai Brodtmann,Brodtmann,Gai,1,canb,ACT,Canberra,house
FFP,Family First Party,Andrew Broughton,Broughton,Andrew,0,bonn,QLD,Bonner,house
ALP,Australian Labor Party,Carol Brown,Brown,Carol,1,stas,TAS,Tasmania,senate
GRN,Greens,Jen Brown,Brown,Jen,0,deni,TAS,Denison,house
GRN,Greens,John Brown,Brown,John,0,pate,NSW,Paterson,house
AJP,Animal Justice Party,Vanessa Browne,Browne,Vanessa,0,deak,VIC,Deakin,house
AMEP,Australian Motoring Enthusiast Party,Rob Bryden,Bryden,Rob,0,snsw,NSW,New South Wales,senate
LIB,Liberal Party,Craig Buchanan,Buchanan,Craig,0,bran,WA,Brand,house
LNP,Liberal National Party of Queensland,Scott Buchholz,Buchholz,Scott,1,wrig,QLD,Wright,house
ALP,Labor Party,Chris Buckingham,Buckingham,Chris,0,mcmi,VIC,McMillan,house
LDP,Liberal Democrats,Gabe Buckley,Buckley,Gabe,0,sqld,QLD,Queensland,senate
SAL,Socialist Alliance,Sue Bull,Bull,Sue,0,cori,VIC,Corio,house
ODD,Online Direct Democracy,Kris Bullen,Bullen,Kris,0,fair,QLD,Fairfax,house
TAP,Arts Party,Robert Buratti,Buratti,Robert,0,swa,WA,Western Australia,senate
AUC,Australian Christian Party,Bob Burdett,Burdett,Bob,0,bran,WA,Brand,house
ONP,Pauline Hanson's One Nation,Steven Burgess,Burgess,Steven,0,ssa,SA,South Australia,senate
GRN,Greens,Peter Burgoyne,Burgoyne,Peter,0,mcph,QLD,McPherson,house
ALP,Labor,Tony Burke,Burke,Tony,1,wats,NSW,Watson,house
PIR,Pirate Party Australia,Richard Burleigh,Burleigh,Richard,0,svic,VIC,Victoria,senate
ALP,Australian Labor Party,Linda Burney,Burney,Linda,0,bart,NSW,Barton,house
ONP,Pauline Hanson's One Nation,Brian Burston,Burston,Brian,0,snsw,NSW,New South Wales,senate
LIB,Liberal Party of Australia,David Bushby,Bushby,David,1,stas,TAS,Tasmania,senate
ALP,Australian Labor Party,Mark Butler,Butler,Mark,1,pade,SA,Port Adelaide,house
CEC,Citizens Electoral Council,Robert Butler,Butler,Robert,0,snsw,NSW,New South Wales,senate
ALP,Labor Party,Terri Butler,Butler,Terri,1,grif,QLD,Griffith,house
ALP,Australian Labor Party,Anthony Byrne,Byrne,Anthony,1,holt,VIC,Holt,house
SEP,Socialist Equality Party,Peter Byrne,Byrne,Peter,0,svic,VIC,Victoria,senate
SAL,Socialist Alliance,Howard Byrnes,Byrnes,Howard,0,snsw,NSW,New South Wales,senate
GRN,The Greens,Patricia Cahill,Cahill,Patricia,0,canb,ACT,Canberra,house
CDP,Christian Democratic Party,Milton Caine,Caine,Milton,0,newc,NSW,Newcastle,house
ALP,Labor Party,Melissa Callanan,Callanan,Melissa,0,curt,WA,Curtin,house
MAP,Mature Australia Party,Belinda Cameron,Cameron,Belinda,0,sqld,QLD,Queensland,senate
ALP,Australian Labor Party,Doug Cameron,Cameron,Doug,1,snsw,NSW,New South Wales,senate
AUC,Australian Christians,Lindsay Cameron,Cameron,Lindsay,0,swa,WA,Western Australia,senate
FFP,Family First Party,Andrea Campbell,Campbell,Andrea,0,kenn,QLD,Kennedy,house
GRN,Greens,Thomas Campbell,Campbell,Thomas,0,wann,VIC,Wannon,house
CEC,Citizens Electoral Council,Trudy Campbell,Campbell,Trudy,0,snt,NT,Northern Territory,senate
LNP,Liberal National Party,Matthew Canavan,Canavan,Matthew,1,sqld,QLD,Queensland,senate
SAL,Socialist Alliance,Ken Canning,Canning,Ken,0,snsw,NSW,New South Wales,senate
TAP,The Arts Party,Shea Caplice,Caplice,Shea,0,warr,NSW,Warringah,house
NXT,Nick Xenophon Team,Damian Carey,Carey,Damian,0,king,SA,Kingston,house
GRN,Greens,Matthew Carey,Carey,Matthew,0,pade,SA,Port Adelaide,house
FFP,Family First Party,Julie Caroline,Caroline,Julie,0,rank,QLD,Rankin,house
ALP,Australian Labor Party,Kim Carr,Carr,Kim,1,svic,VIC,Victoria,senate
JLN,Jacqui Lambie Network,Mitchell Carr,Carr,Mitchell,0,snsw,NSW,New South Wales,senate
AJP,Animal Justice Party,Evelyn Carroll,Carroll,Evelyn,0,boot,SA,Boothby,house
RUA,Rise Up Australia,Stephen Carson,Carson,Stephen,0,ocon,WA,O'Connor,house
CDP,Christian Democratic Party,Elaine Carter,Carter,Elaine,0,lyne,NSW,Lyne,house
ODD,Online Direct Democracy,Nevin Cartwright,Cartwright,Nevin,0,solo,NT,Solomon,house
AMEP,Australian Motoring Enthusiast Party,Max Caruso,Caruso,Max,0,svic,VIC,Victoria,senate
ALP,Australian Labor Party,Jane Casey,Casey,Jane,0,sqld,QLD,Queensland,senate
GRN,The Greens,Jim Casey,Casey,Jim,0,gray,NSW,Grayndler,house
LIB,Liberal Party of Australia,Michaelia Cash,Cash,Michaelia,1,swa,WA,Western Australia,senate
GRN,Greens,Bill Cashman,Cashman,Bill,0,fowl,NSW,Fowler,house
DHJ,Derryn Hinch's Justice Party,Suzanne Cass,Cass,Suzanne,0,stas,TAS,Tasmania,senate
CDP,Christian Democratic Party,Michael Caudre,Caudre,Michael,0,hugh,NSW,Hughes,house
ALP,Australian Labor Party,Jim Chalmers,Chalmers,Jim,1,rank,QLD,Rankin,house
ALP,Australian Labor Party,Aoife Champion,Champion,Aoife,0,hume,NSW,Hume,house
ALP,Australian Labor Party,Nick Champion,Champion,Nick,1,wake,SA,Wakefield,house
IND,Independent,Peter Charleton,Charleton,Peter,0,case,VIC,Casey,house
ALP,Labor Party,Anne Charlton,Charlton,Anne,0,robe,NSW,Robertson,house
AJP,Animal Justice Party,Naren Chellappah,Chellappah,Naren,0,gold,VIC,Goldstein,house
ASXP,Australian Sex Party,Tristram Chellew,Chellew,Tristram,0,will,VIC,Wills,house
NAT,The Nationals,Darren Chester,Chester,Darren,1,gipp,VIC,Gippsland,house
GRN,Greens,Arthur Chesterfield-Evans,Chesterfield-Evans,Arthur,0,nsyd,NSW,North Sydney,house
ALP,Australian Labor Party,Lisa Chesters,Chesters,Lisa,1,bend,VIC,Bendigo,house
DHJ,Drug Law Reform Australia,Greg Chipp,Chipp,Greg,0,svic,VIC,Victoria,senate
ALP,Australian Labor Party,Anthony Chisholm,Chisholm,Anthony,0,sqld,QLD,Queensland,senate
SCP,Science Party,Jin-oh Choi,Choi,Jin-oh,0,stas,TAS,Tasmania,senate
LNP,Liberal National Party of Queensland,George Christensen,Christensen,George,1,daws,QLD,Dawson,house
21CP,21st Century Party,Stuart Christie,Christie,Stuart,0,dobe,NSW,Dobell,house
GRN,Greens,Ian Christoe,Christoe,Ian,0,murr,VIC,Murray,house
LNP,Liberal National Party of Queensland,Steven Ciobo,Ciobo,Steven,1,monc,QLD,Moncrieff,house
ALP,Labor,Jason Clare,Clare,Jason,1,blax,NSW,Blaxland,house
GRN,Greens,Philippa Clark,Clark,Philippa,0,bank,NSW,Banks,house
ALP,Labor Party,Tony Clark,Clark,Tony,0,deak,VIC,Deakin,house
SCP,Science Party,Brendan Clarke,Clarke,Brendan,0,bero,NSW,Berowra,house
ALP,Labor,Sharon Claydon,Claydon,Sharon,1,newc,NSW,Newcastle,house
GRN,Greens,Tim Clifford,Clifford,Tim,0,pert,WA,Perth,house
ADVP,Australian Defence Veterans Party,Bridget Clinch,Clinch,Bridget,0,bris,QLD,Brisbane,house
AJP,Animal Justice Party,Janine Clipstone,Clipstone,Janine,0,pade,SA,Port Adelaide,house
21CP,21st Century Australia,Grace May Cobb,Cobb,Grace May,0,sqld,QLD,Queensland,senate
SCP,Science Party,James Coffey,Coffey,James,0,nsyd,NSW,North Sydney,house
SEP,Socialist Equality Party,James Cogan,Cogan,James,0,snsw,NSW,New South Wales,senate
NXT,Nick Xenophon Team,Nicky Cohen,Cohen,Nicky,0,stas,TAS,Tasmania,senate
GRN,Greens,Amanda Cohn,Cohn,Amanda,0,farr,NSW,Farrer,house
ALP,Labor Party,Libby Coker,Coker,Libby,0,cora,VIC,Corangamite,house
LIB,Liberal Party of Australia,Richard Colbeck,Colbeck,Richard,1,stas,TAS,Tasmania,senate
AUC,Australian Christian Party,Dianne Colbert,Colbert,Dianne,0,ball,VIC,Ballarat,house
NAT,The Nationals,Lisa Cole,Cole,Lisa,0,dura,WA,Durack,house
LIB,Liberal,David Coleman,Coleman,David,1,bank,NSW,Banks,house
GRN,Greens,Misha Coleman,Coleman,Misha,0,svic,VIC,Victoria,senate
ASXP,Australian Sex Party,Francesca Collins,Collins,Francesca,0,stas,TAS,Tasmania,senate
ALP,Australian Labor Party,Jacinta Collins,Collins,Jacinta,1,svic,VIC,Victoria,senate
ALP,Australian Labor Party,Julie Collins,Collins,Julie,1,fran,TAS,Franklin,house
LIB,Liberal Party,David Colovic,Colovic,David,0,adel,SA,Adelaide,house
LIB,Liberal Party,David Compton,Compton,David,0,newc,NSW,Newcastle,house
MAP,Mature Australia Party,Michael Connolly,Connolly,Michael,0,swa,WA,Western Australia,senate
ALP,Labor,Pat Conroy,Conroy,Pat,1,shor,NSW,Shortland,house
ALP,Australian Labor Party,Stephen Conroy,Conroy,Stephen,1,svic,VIC,Victoria,senate
SEP,Socialist Equality Party,Erin Cooke,Cooke,Erin,0,sqld,QLD,Queensland,senate
FFP,Family First Party,Paul Coombe,Coombe,Paul,0,maki,SA,Makin,house
ALP,Labor Party,Matthew Coote,Coote,Matthew,0,gold,VIC,Goldstein,house
NAT,The Nationals,Marty Corboy,Corboy,Marty,0,indi,VIC,Indi,house
LIB,Liberal Party of Australia,Mathias Cormann,Cormann,Mathias,1,swa,WA,Western Australia,senate
IND,Independent,Marcus Cornish,Cornish,Marcus,0,lind,NSW,Lindsay,house
CEC,Citizens Electoral Council,Lindsay Cosgrove,Cosgrove,Lindsay,0,hume,NSW,Hume,house
ONP,Pauline Hanson's One Nation,Elise Cottam,Cottam,Elise,0,wbay,QLD,Wide Bay,house
DHJ,Derryn Hinch's Justice Party,Deb Cotter,Cotter,Deb,0,sqld,QLD,Queensland,senate
GRN,Greens,Neill Cotter,Cotter,Neill,0,rank,QLD,Rankin,house
NAT,The Nationals,Mark Coulton,Coulton,Mark,1,park,NSW,Parkes,house
MAP,Mature Australia Party,John Cox,Cox,John,0,sqld,QLD,Queensland,senate
IND,Independent,Philip Cox,Cox,Philip,0,neng,NSW,New England,house
GRN,Greens,Anna Crabb,Crabb,Anna,0,svic,VIC,Victoria,senate
IND,Independent,Anthony Craig,Craig,Anthony,0,cala,NSW,Calare,house
GRN,The Greens,Richard Cranston,Cranston,Richard,0,menz,VIC,Menzies,house
APP,Anti-paedophile Party,David Crawford,Crawford,David,0,stas,TAS,Tasmania,senate
TAP,Arts Party,Terence Crawford,Crawford,Terence,0,ssa,SA,South Australia,senate
RUA,Rise Up Australia Party,Rosalie Crestani,Crestani,Rosalie,0,svic,VIC,Victoria,senate
LIB,Liberal Party,Chris Crewther,Crewther,Chris,0,dunk,VIC,Dunkley,house
NXT,Nick Xenophon Team,Daniel Crow,Crow,Daniel,0,sqld,QLD,Queensland,senate
ONP,Pauline Hanson's One Nation,Rod Culleton,Culleton,Rod,0,swa,WA,Western Australia,senate
GRN,The Greens,Tom Cummings,Cummings,Tom,0,ltro,VIC,La Trobe,house
21CP,21st Century Australia,Cameron Curtis,Curtis,Cameron,0,snsw,NSW,New South Wales,senate
ALP,Labor Party,Simon Curtis,Curtis,Simon,0,ltro,VIC,La Trobe,house
NXT,Nick Xenophon Team,Aidan Dalgliesh,Dalgliesh,Aidan,0,snsw,NSW,New South Wales,senate
ALP,Australian Labor Party,Glen Dallimore,Dallimore,Glen,0,mayo,SA,Mayo,house
ALP,Australian Labor Party,Michael Danby,Danby,Michael,1,mpor,VIC,Melbourne Ports,house
ACP,Australian Country party,Robert Danieli,Danieli,Robert,0,murr,VIC,Murray,house
GRN,The Greens,Nathan Daniell,Daniell,Nathan,0,mayo,SA,Mayo,house
ALP,Labor Party,Marg D'Arcy,D'Arcy,Marg,0,kooy,VIC,Kooyong,house
ALP,Australian Labor Party,Sam Dastyari,Dastyari,Sam,1,snsw,NSW,New South Wales,senate
ADVP,Australian Defence Veterans Party,Jeremy Davey,Davey,Jeremy,0,sqld,QLD,Queensland,senate
JLN,Jacqui Lambie Network,Bob Davis,Davis,Bob,0,sqld,QLD,Queensland,senate
SEP,Socialist Equality Party,John Davis,Davis,John,0,snsw,NSW,New South Wales,senate
GRN,Greens,Kate Davis,Davis,Kate,0,frem,WA,Fremantle,house
CEC,Citizens Electoral Council,Peter Davis,Davis,Peter,0,pate,NSW,Paterson,house
CEC,Citizens Electoral Council,Jeff Davy,Davy,Jeff,0,murr,VIC,Murray,house
FFP,Family First,Bob Day,Day,Bob,1,ssa,SA,South Australia,senate
DHJ,Derryn Hinch's Justice Party,Rachael Day,Day,Rachael,0,swa,WA,Western Australia,senate
IND,Independent,Rob de Jonge,de Jonge,Rob,0,boot,SA,Boothby,house
GRN,Australian Greens,Harriet de Kok,de Kok,Harriet,0,ssa,SA,South Australia,senate
GRN,The Greens,Martine Delaney,Delaney,Martine,0,fran,TAS,Franklin,house
MAP,Mature Australia Party,Lyndal Denny,Denny,Lyndal,0,ssa,SA,South Australia,senate
ALP,Labor Party,Milton Dick,Dick,Milton,0,oxle,QLD,Oxley,house
GRN,Australian Greens,Richard DiNatale,DiNatale,Richard,1,svic,VIC,Victoria,senate
AUC,Australian Christian Party,Karen Dobby,Dobby,Karen,0,deak,VIC,Deakin,house
ALA,Australian Liberty Alliance,Chelle Dobson,Dobson,Chelle,0,sqld,QLD,Queensland,senate
ALP,Australian Labor Party,Pat Dodson,Dodson,Pat,1,swa,WA,Western Australia,senate
FFP,Family First Party,Geoff Doecke,Doecke,Geoff,0,king,SA,Kingston,house
SAL,Socialist Alliance,Seamus Doherty,Doherty,Seamus,0,swa,WA,Western Australia,senate
ASXP,Sex Party,Meredith Doig,Doig,Meredith,0,svic,VIC,Victoria,senate
JLN,Jacqui Lambie Network,Hugh Dolan,Dolan,Hugh,0,svic,VIC,Victoria,senate
NXT,Nick Xenophon Team,Anthony Dona,Dona,Anthony,0,snsw,NSW,New South Wales,senate
MAP,Mature Australia Party,Stuart Donald,Donald,Stuart,0,swa,WA,Western Australia,senate
IND,Independent,Anita Donlon,Donlon,Anita,0,bend,VIC,Bendigo,house
RUA,Rise Up Australia,Angela Dorian,Dorian,Angela,0,case,VIC,Casey,house
DLF,Drug Law Reform Australia,Stacey Dowson,Dowson,Stacey,0,snsw,NSW,New South Wales,senate
ALP,Australian Labor Party,Mark Dreyfus,Dreyfus,Mark,1,isaa,VIC,Isaacs,house
ODD,Online Direct Democracy,Andrew Driessen,Driessen,Andrew,0,parr,NSW,Parramatta,house
NAT,The Nationals,Damian Drum,Drum,Damian,0,murr,VIC,Murray,house
LIB,Liberal Party of Australia,Jonathan Duniam,Duniam,Jonathan,0,stas,TAS,Tasmania,senate
LNP,Liberal National Party of Queensland,Peter Dutton,Dutton,Peter,1,dick,QLD,Dickson,house
KAP,Katter's Australian Party,Colin Dwyer,Dwyer,Colin,0,herb,QLD,Herbert,house
GRN,The Greens,Jonathon Dykyj,Dykyj,Jonathon,0,daws,QLD,Dawson,house
ACP,Australian Country party,Phil Edge,Edge,Phil,0,cora,VIC,Corangamite,house
AJP,Animal Justice Party,Jacqui Edgecombe,Edgecombe,Jacqui,0,svic,VIC,Victoria,senate
ONP,One Nation,Carter Edwards,Edwards,Carter,0,dobe,NSW,Dobell,house
LIB,Liberal Party of Australia,Sean Edwards,Edwards,Sean,1,ssa,SA,South Australia,senate
AJP,Animal Justice Party,Gordon Elkington,Elkington,Gordon,0,snsw,NSW,New South Wales,senate
ALP,Labor,Justine Elliot,Elliot,Justine,1,rich,NSW,Richmond,house
ALP,Australian Labor Party,Kate Ellis,Ellis,Kate,1,adel,SA,Adelaide,house
GRN,Greens,Sylvie Ellsmore,Ellsmore,Sylvie,0,sydn,NSW,Sydney,house
CDP,Christian Democratic Party,Jamie Elvy,Elvy,Jamie,0,gray,NSW,Grayndler,house
SAL,Socialist Alliance,Kamala Emanuel,Emanuel,Kamala,0,swa,WA,Western Australia,senate
LNP,Liberal National Party of Queensland,Warren Entsch,Entsch,Warren,1,leic,QLD,Leichhardt,house
